档,矫焙,前格,累扁,丑啊疙,week,炼荤老磊,俺眉锅龋,咀酒 俺荐,咀酒备盒,檬厘,勘荐,勘厘,勘气,勘捍厘,包何流版,拳规锅龋,拳规喊馒苞荐
面合,柳玫,叠扁,1,4,27,2021-03-22,3,0,夯林,29,45,5.8,4.9,11,23.89,2,3
面合,柳玫,叠扁,1,4,27,2021-03-22,3,0,夯林,29,45,5.8,4.9,11,23.89,3,9
面合,柳玫,叠扁,1,4,27,2021-03-22,3,0,夯林,29,45,5.8,4.9,11,23.89,4,1
面合,柳玫,叠扁,1,4,27,2021-03-22,4,0,夯林,24.5,45,5.9,5,10.3,26.13,1,
面合,柳玫,叠扁,1,4,27,2021-03-22,4,0,夯林,24.5,45,5.9,5,10.3,26.13,2,
面合,柳玫,叠扁,1,4,27,2021-03-22,4,0,夯林,24.5,45,5.9,5,10.3,26.13,3,8
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,咀酒-1,25.3,27,9.6,7.6,14.9,19.84,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,咀酒-1,25.3,27,9.6,7.6,14.9,19.84,2,1
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,咀酒-1,25.3,27,9.6,7.6,14.9,19.84,3,2
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,夯林,28.9,32,5,4.3,11.1,51.23,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,夯林,28.9,32,5,4.3,11.1,51.23,2,
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,夯林,28.9,32,5,4.3,11.1,51.23,3,
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,夯林,28.9,32,5,4.3,11.1,51.23,4,1
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,咀酒-2,20.3,24,7.3,7.4,16.7,20.5,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,咀酒-2,20.3,24,7.3,7.4,16.7,20.5,2,
面合,柳玫,叠扁,1,4,28,2021-03-31,1,3,咀酒-3,20,21,12.2,10.5,11,18.33,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,2,1,咀酒-1,20.4,24,9.8,9,16,20.35,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,2,1,咀酒-1,20.4,24,9.8,9,16,20.35,2,1
面合,柳玫,叠扁,1,4,28,2021-03-31,2,1,夯林,25.9,36,4.9,4.2,10.5,26.35,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,2,1,夯林,25.9,36,4.9,4.2,10.5,26.35,2,
面合,柳玫,叠扁,1,4,28,2021-03-31,2,1,夯林,25.9,36,4.9,4.2,10.5,26.35,3,
面合,柳玫,叠扁,1,4,28,2021-03-31,2,1,夯林,25.9,36,4.9,4.2,10.5,26.35,4,6
面合,柳玫,叠扁,1,4,28,2021-03-31,3,0,夯林,18.2,24,5.9,5.1,10.8,23.94,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,3,0,夯林,18.2,24,5.9,5.1,10.8,23.94,2,
面合,柳玫,叠扁,1,4,28,2021-03-31,3,0,夯林,18.2,24,5.9,5.1,10.8,23.94,3,5
面合,柳玫,叠扁,1,4,28,2021-03-31,3,0,夯林,18.2,24,5.9,5.1,10.8,23.94,4,2
面合,柳玫,叠扁,1,4,28,2021-03-31,4,0,夯林,24.3,42,5.8,5.1,9.4,26.17,1,
面合,柳玫,叠扁,1,4,28,2021-03-31,4,0,夯林,24.3,42,5.8,5.1,9.4,26.17,2,
面合,柳玫,叠扁,1,4,28,2021-03-31,4,0,夯林,24.3,42,5.8,5.1,9.4,26.17,3,4
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,咀酒-1,24.2,24,9.6,7.9,18.7,18.31,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,咀酒-1,24.2,24,9.6,7.9,18.7,18.31,2,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,咀酒-1,24.2,24,9.6,7.9,18.7,18.31,3,2
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,夯林,29,34,8.3,6.3,17,51.36,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,夯林,29,34,8.3,6.3,17,51.36,2,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,夯林,29,34,8.3,6.3,17,51.36,3,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,夯林,29,34,8.3,6.3,17,51.36,4,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,咀酒-2,19.8,24,7.6,6.8,15.5,19.54,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,咀酒-2,19.8,24,7.6,6.8,15.5,19.54,2,
面合,柳玫,叠扁,1,4,29,2021-04-06,1,3,咀酒-3,19.2,21,12,8.8,19.8,19.73,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,2,1,咀酒-1,19.9,24,11.1,8,22,21.36,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,2,1,咀酒-1,19.9,24,11.1,8,22,21.36,2,1
面合,柳玫,叠扁,1,4,29,2021-04-06,2,1,夯林,26.2,30,7.3,6.5,14.5,26,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,2,1,夯林,26.2,30,7.3,6.5,14.5,26,2,
面合,柳玫,叠扁,1,4,29,2021-04-06,2,1,夯林,26.2,30,7.3,6.5,14.5,26,3,
面合,柳玫,叠扁,1,4,29,2021-04-06,2,1,夯林,26.2,30,7.3,6.5,14.5,26,4,6
面合,柳玫,叠扁,1,4,29,2021-04-06,3,0,夯林,20.5,21,6,5,10.5,24.15,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,3,0,夯林,20.5,21,6,5,10.5,24.15,2,
面合,柳玫,叠扁,1,4,29,2021-04-06,3,0,夯林,20.5,21,6,5,10.5,24.15,3,3
面合,柳玫,叠扁,1,4,29,2021-04-06,3,0,夯林,20.5,21,6,5,10.5,24.15,4,3
面合,柳玫,叠扁,1,4,29,2021-04-06,4,0,夯林,25,42,6.5,6,8.9,26.35,1,
面合,柳玫,叠扁,1,4,29,2021-04-06,4,0,夯林,25,42,6.5,6,8.9,26.35,2,
面合,柳玫,叠扁,1,4,29,2021-04-06,4,0,夯林,25,42,6.5,6,8.9,26.35,3,3
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-1,23.1,21,10.5,8.9,19.8,18.46,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-1,23.1,21,10.5,8.9,19.8,18.46,2,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-1,23.1,21,10.5,8.9,19.8,18.46,3,1
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,夯林,29.2,36,5.9,4.6,11.3,51.52,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,夯林,29.2,36,5.9,4.6,11.3,51.52,2,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,夯林,29.2,36,5.9,4.6,11.3,51.52,3,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,夯林,29.2,36,5.9,4.6,11.3,51.52,4,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,夯林,29.2,36,5.9,4.6,11.3,51.52,5,2
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-2,19.1,24,8.4,6.8,14.3,19.95,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-2,19.1,24,8.4,6.8,14.3,19.95,2,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-2,19.1,24,8.4,6.8,14.3,19.95,3,1
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-3,19.3,21,9.9,7.9,13.9,18.65,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,1,3,咀酒-3,19.3,21,9.9,7.9,13.9,18.65,2,1
面合,柳玫,叠扁,1,4,30,2021-04-12,2,1,咀酒-1,19.7,24,9.9,7.5,20.6,20.87,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,2,1,咀酒-1,19.7,24,9.9,7.5,20.6,20.87,2,2
面合,柳玫,叠扁,1,4,30,2021-04-12,2,1,夯林,24.5,42,8.6,6,11.2,26.81,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,2,1,夯林,24.5,42,8.6,6,11.2,26.81,2,
面合,柳玫,叠扁,1,4,30,2021-04-12,2,1,夯林,24.5,42,8.6,6,11.2,26.81,3,
面合,柳玫,叠扁,1,4,30,2021-04-12,2,1,夯林,24.5,42,8.6,6,11.2,26.81,4,5
面合,柳玫,叠扁,1,4,30,2021-04-12,3,0,夯林,17.1,21,5.5,4.9,9.9,24.36,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,3,0,夯林,17.1,21,5.5,4.9,9.9,24.36,2,
面合,柳玫,叠扁,1,4,30,2021-04-12,3,0,夯林,17.1,21,5.5,4.9,9.9,24.36,3,1
面合,柳玫,叠扁,1,4,30,2021-04-12,3,0,夯林,17.1,21,5.5,4.9,9.9,24.36,4,5
面合,柳玫,叠扁,1,4,30,2021-04-12,4,0,夯林,21,42,6.6,5.6,8.8,26.6,1,
面合,柳玫,叠扁,1,4,30,2021-04-12,4,0,夯林,21,42,6.6,5.6,8.8,26.6,2,
面合,柳玫,叠扁,1,4,30,2021-04-12,4,0,夯林,21,42,6.6,5.6,8.8,26.6,3,2
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-1,23.6,24,9.2,6.6,15,18.12,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-1,23.6,24,9.2,6.6,15,18.12,2,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-1,23.6,24,9.2,6.6,15,18.12,3,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,夯林,29.6,55,5.4,4.2,15.5,21.54,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,夯林,29.6,55,5.4,4.2,15.5,21.54,2,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,夯林,29.6,55,5.4,4.2,15.5,21.54,3,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,夯林,29.6,55,5.4,4.2,15.5,21.54,4,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,夯林,29.6,55,5.4,4.2,15.5,21.54,5,6
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-2,18.8,21,6.9,5.5,13.3,19.23,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-2,18.8,21,6.9,5.5,13.3,19.23,2,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-2,18.8,21,6.9,5.5,13.3,19.23,3,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-3,18.7,21,8.9,7.1,15.1,19.66,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,1,3,咀酒-3,18.7,21,8.9,7.1,15.1,19.66,2,3
面合,柳玫,叠扁,1,4,31,2021-04-20,2,1,咀酒-1,19.2,24,12.8,9.9,19.2,19.24,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,2,1,咀酒-1,19.2,24,12.8,9.9,19.2,19.24,2,3
面合,柳玫,叠扁,1,4,31,2021-04-20,2,1,夯林,22.5,45,6.7,5.8,13,26.81,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,2,1,夯林,22.5,45,6.7,5.8,13,26.81,2,
面合,柳玫,叠扁,1,4,31,2021-04-20,2,1,夯林,22.5,45,6.7,5.8,13,26.81,3,
面合,柳玫,叠扁,1,4,31,2021-04-20,2,1,夯林,22.5,45,6.7,5.8,13,26.81,4,3
面合,柳玫,叠扁,1,4,31,2021-04-20,3,0,夯林,20.3,24,5.8,5,10.7,24.39,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,3,0,夯林,20.3,24,5.8,5,10.7,24.39,2,
面合,柳玫,叠扁,1,4,31,2021-04-20,3,0,夯林,20.3,24,5.8,5,10.7,24.39,3,
面合,柳玫,叠扁,1,4,31,2021-04-20,3,0,夯林,20.3,24,5.8,5,10.7,24.39,4,4
面合,柳玫,叠扁,1,4,31,2021-04-20,4,0,夯林,24.2,45,7,6.1,10.9,26.6,1,
面合,柳玫,叠扁,1,4,31,2021-04-20,4,0,夯林,24.2,45,7,6.1,10.9,26.6,2,
面合,柳玫,叠扁,1,4,31,2021-04-20,4,0,夯林,24.2,45,7,6.1,10.9,26.6,3,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-1,23.1,21,8.1,6.8,18.7,18.02,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-1,23.1,21,8.1,6.8,18.7,18.02,2,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-1,23.1,21,8.1,6.8,18.7,18.02,3,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,夯林,29.5,39,6.7,5.4,15.5,21.55,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,夯林,29.5,39,6.7,5.4,15.5,21.55,2,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,夯林,29.5,39,6.7,5.4,15.5,21.55,3,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,夯林,29.5,39,6.7,5.4,15.5,21.55,4,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,夯林,29.5,39,6.7,5.4,15.5,21.55,5,5
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-2,19.1,21,6.8,5.9,13.8,18.35,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-2,19.1,21,6.8,5.9,13.8,18.35,2,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-2,19.1,21,6.8,5.9,13.8,18.35,3,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-3,13,21,8.6,6.7,15.9,18.31,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,1,3,咀酒-3,13,21,8.6,6.7,15.9,18.31,2,4
面合,柳玫,叠扁,1,4,32,2021-04-29,2,1,咀酒-1,19.1,24,8.7,6.8,20.2,19.78,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,2,1,咀酒-1,19.1,24,8.7,6.8,20.2,19.78,2,3
面合,柳玫,叠扁,1,4,32,2021-04-29,2,1,夯林,25.5,48,7.6,6.8,17,26.83,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,2,1,夯林,25.5,48,7.6,6.8,17,26.83,2,
面合,柳玫,叠扁,1,4,32,2021-04-29,2,1,夯林,25.5,48,7.6,6.8,17,26.83,3,
面合,柳玫,叠扁,1,4,32,2021-04-29,2,1,夯林,25.5,48,7.6,6.8,17,26.83,4,
面合,柳玫,叠扁,1,4,32,2021-04-29,2,1,夯林,25.5,48,7.6,6.8,17,26.83,5,1
面合,柳玫,叠扁,1,4,32,2021-04-29,3,0,夯林,19,24,5.3,4.7,11.5,24.4,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,3,0,夯林,19,24,5.3,4.7,11.5,24.4,2,
面合,柳玫,叠扁,1,4,32,2021-04-29,3,0,夯林,19,24,5.3,4.7,11.5,24.4,3,
面合,柳玫,叠扁,1,4,32,2021-04-29,3,0,夯林,19,24,5.3,4.7,11.5,24.4,4,5
面合,柳玫,叠扁,1,4,32,2021-04-29,4,0,夯林,24.2,48,6.5,6.3,10.3,26.62,1,
面合,柳玫,叠扁,1,4,32,2021-04-29,4,0,夯林,24.2,48,6.5,6.3,10.3,26.62,2,
面合,柳玫,叠扁,1,4,32,2021-04-29,4,0,夯林,24.2,48,6.5,6.3,10.3,26.62,3,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-1,22.9,21,9.6,7,22,17.94,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-1,22.9,21,9.6,7,22,17.94,2,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-1,22.9,21,9.6,7,22,17.94,3,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,夯林,27.1,66,7.4,5.6,15.2,21.57,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,夯林,27.1,66,7.4,5.6,15.2,21.57,2,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,夯林,27.1,66,7.4,5.6,15.2,21.57,3,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,夯林,27.1,66,7.4,5.6,15.2,21.57,4,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,夯林,27.1,66,7.4,5.6,15.2,21.57,5,6
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-2,19,21,6.5,5.9,14.6,18.24,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-2,19,21,6.5,5.9,14.6,18.24,2,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-2,19,21,6.5,5.9,14.6,18.24,3,6
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-3,18.6,21,12.9,11.3,10,18.11,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,1,3,咀酒-3,18.6,21,12.9,11.3,10,18.11,2,4
面合,柳玫,叠扁,1,4,33,2021-05-06,2,1,咀酒-1,18.9,24,9,6.8,19,19.37,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,2,1,咀酒-1,18.9,24,9,6.8,19,19.37,2,6
面合,柳玫,叠扁,1,4,33,2021-05-06,2,1,夯林,24.8,42,7,6.5,14.3,26.84,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,2,1,夯林,24.8,42,7,6.5,14.3,26.84,2,
面合,柳玫,叠扁,1,4,33,2021-05-06,2,1,夯林,24.8,42,7,6.5,14.3,26.84,3,
面合,柳玫,叠扁,1,4,33,2021-05-06,2,1,夯林,24.8,42,7,6.5,14.3,26.84,4,
面合,柳玫,叠扁,1,4,33,2021-05-06,2,1,夯林,24.8,42,7,6.5,14.3,26.84,5,3
面合,柳玫,叠扁,1,4,33,2021-05-06,3,0,夯林,19.5,33,5.2,4.7,12.1,24.42,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,3,0,夯林,19.5,33,5.2,4.7,12.1,24.42,2,
面合,柳玫,叠扁,1,4,33,2021-05-06,3,0,夯林,19.5,33,5.2,4.7,12.1,24.42,3,
面合,柳玫,叠扁,1,4,33,2021-05-06,3,0,夯林,19.5,33,5.2,4.7,12.1,24.42,4,6
面合,柳玫,叠扁,1,4,33,2021-05-06,3,0,夯林,19.5,33,5.2,4.7,12.1,24.42,5,1
面合,柳玫,叠扁,1,4,33,2021-05-06,4,0,夯林,22.4,45,7.7,6.2,10.3,26.64,1,
面合,柳玫,叠扁,1,4,33,2021-05-06,4,0,夯林,22.4,45,7.7,6.2,10.3,26.64,2,
面合,柳玫,叠扁,1,4,33,2021-05-06,4,0,夯林,22.4,45,7.7,6.2,10.3,26.64,3,
面合,柳玫,叠扁,1,4,33,2021-05-06,4,0,夯林,22.4,45,7.7,6.2,10.3,26.64,4,3
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-1,22.7,21,9.8,7,22.1,17.57,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-1,22.7,21,9.8,7,22.1,17.57,2,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-1,22.7,21,9.8,7,22.1,17.57,3,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,夯林,26.5,30,7.4,6,13,14.15,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,夯林,26.5,30,7.4,6,13,14.15,2,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,夯林,26.5,30,7.4,6,13,14.15,3,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,夯林,26.5,30,7.4,6,13,14.15,4,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,夯林,26.5,30,7.4,6,13,14.15,5,4
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-2,18.3,18,9.8,8.1,15,18.33,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-2,18.3,18,9.8,8.1,15,18.33,2,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-2,18.3,18,9.8,8.1,15,18.33,3,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-3,18.5,21,8.9,7.5,12.3,18.12,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,1,3,咀酒-3,18.5,21,8.9,7.5,12.3,18.12,2,2
面合,柳玫,叠扁,1,4,34,2021-05-11,2,1,咀酒-1,18.2,24,9.5,7.3,16.8,18.78,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,2,1,咀酒-1,18.2,24,9.5,7.3,16.8,18.78,2,3
面合,柳玫,叠扁,1,4,34,2021-05-11,2,1,夯林,24.2,21,7.2,6.8,15.8,13.71,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,2,1,夯林,24.2,21,7.2,6.8,15.8,13.71,2,
面合,柳玫,叠扁,1,4,34,2021-05-11,2,1,夯林,24.2,21,7.2,6.8,15.8,13.71,3,
面合,柳玫,叠扁,1,4,34,2021-05-11,2,1,夯林,24.2,21,7.2,6.8,15.8,13.71,4,
面合,柳玫,叠扁,1,4,34,2021-05-11,2,1,夯林,24.2,21,7.2,6.8,15.8,13.71,5,1
面合,柳玫,叠扁,1,4,34,2021-05-11,3,0,夯林,19.3,30,5,4.9,10.7,15.78,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,3,0,夯林,19.3,30,5,4.9,10.7,15.78,2,
面合,柳玫,叠扁,1,4,34,2021-05-11,3,0,夯林,19.3,30,5,4.9,10.7,15.78,3,
面合,柳玫,叠扁,1,4,34,2021-05-11,3,0,夯林,19.3,30,5,4.9,10.7,15.78,4,4
面合,柳玫,叠扁,1,4,34,2021-05-11,3,0,夯林,19.3,30,5,4.9,10.7,15.78,5,1
面合,柳玫,叠扁,1,4,34,2021-05-11,4,0,夯林,22.5,24,5.1,4.5,9.3,14.41,1,
面合,柳玫,叠扁,1,4,34,2021-05-11,4,0,夯林,22.5,24,5.1,4.5,9.3,14.41,2,
面合,柳玫,叠扁,1,4,34,2021-05-11,4,0,夯林,22.5,24,5.1,4.5,9.3,14.41,3,
面合,柳玫,叠扁,1,4,34,2021-05-11,4,0,夯林,22.5,24,5.1,4.5,9.3,14.41,4,4
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-1,21.2,18,11.2,7.8,20.8,17.65,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-1,21.2,18,11.2,7.8,20.8,17.65,2,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-1,21.2,18,11.2,7.8,20.8,17.65,3,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,夯林,28.5,30,7.8,6.9,14.7,14.8,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,夯林,28.5,30,7.8,6.9,14.7,14.8,2,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,夯林,28.5,30,7.8,6.9,14.7,14.8,3,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-2,18,18,8.2,7.4,13.3,18.65,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,夯林,28.5,30,7.8,6.9,14.7,14.8,4,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,夯林,28.5,30,7.8,6.9,14.7,14.8,5,2
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-2,18,18,8.2,7.4,13.3,18.65,2,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-2,18,18,8.2,7.4,13.3,18.65,3,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-3,17.9,18,9,8,15,17.31,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,1,3,咀酒-3,17.9,18,9,8,15,17.31,2,5
面合,柳玫,叠扁,1,4,35,2021-05-17,2,1,咀酒-1,18,21,8,6.5,17.2,18.68,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,2,1,咀酒-1,18,21,8,6.5,17.2,18.68,2,3
面合,柳玫,叠扁,1,4,35,2021-05-17,2,1,夯林,25.1,27,6,5,15.3,19.51,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,2,1,夯林,25.1,27,6,5,15.3,19.51,2,
面合,柳玫,叠扁,1,4,35,2021-05-17,2,1,夯林,25.1,27,6,5,15.3,19.51,3,
面合,柳玫,叠扁,1,4,35,2021-05-17,2,1,夯林,25.1,27,6,5,15.3,19.51,4,
面合,柳玫,叠扁,1,4,35,2021-05-17,2,1,夯林,25.1,27,6,5,15.3,19.51,5,3
面合,柳玫,叠扁,1,4,35,2021-05-17,3,0,夯林,21,27,6,4.8,11.4,16.31,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,3,0,夯林,21,27,6,4.8,11.4,16.31,2,
面合,柳玫,叠扁,1,4,35,2021-05-17,3,0,夯林,21,27,6,4.8,11.4,16.31,3,
面合,柳玫,叠扁,1,4,35,2021-05-17,3,0,夯林,21,27,6,4.8,11.4,16.31,4,3
面合,柳玫,叠扁,1,4,35,2021-05-17,3,0,夯林,21,27,6,4.8,11.4,16.31,5,3
面合,柳玫,叠扁,1,4,35,2021-05-17,4,0,夯林,16.6,30,4.8,4.8,9.5,16.53,1,
面合,柳玫,叠扁,1,4,35,2021-05-17,4,0,夯林,16.6,30,4.8,4.8,9.5,16.53,2,
面合,柳玫,叠扁,1,4,35,2021-05-17,4,0,夯林,16.6,30,4.8,4.8,9.5,16.53,3,
面合,柳玫,叠扁,1,4,35,2021-05-17,4,0,夯林,16.6,30,4.8,4.8,9.5,16.53,4,5
面合,柳玫,叠扁,1,5,2,2020-09-21,1,0,夯林,33.2,18,7.6,6,10.6,14.84,0,
面合,柳玫,叠扁,1,5,2,2020-09-21,2,0,夯林,33.7,18,8.1,6.4,19.2,12.55,0,
面合,柳玫,叠扁,1,5,2,2020-09-21,3,0,夯林,29.2,15,7.6,6,14.5,11.71,0,
面合,柳玫,叠扁,1,5,2,2020-09-21,4,0,夯林,32.3,18,6.8,5.8,11,14.96,0,
面合,柳玫,叠扁,1,5,3,2020-09-29,1,0,夯林,33.6,24,9.7,7.2,19.5,14.91,0,
面合,柳玫,叠扁,1,5,3,2020-09-29,2,0,夯林,32.1,21,10.1,8.1,6.3,16.43,0,
面合,柳玫,叠扁,1,5,3,2020-09-29,3,0,夯林,29.4,21,7.8,6.4,14,15.22,0,
面合,柳玫,叠扁,1,5,3,2020-09-29,4,0,夯林,31.6,21,8.4,6.6,22.4,14.98,0,
面合,柳玫,叠扁,1,5,4,2020-10-07,1,0,夯林,16.3,12,9.8,8,5,14.98,1,
面合,柳玫,叠扁,1,5,4,2020-10-07,2,0,夯林,21.2,12,12.7,10.6,7.5,17.89,0,
面合,柳玫,叠扁,1,5,4,2020-10-07,3,0,夯林,20,12,11.7,10.2,7.2,15.88,1,
面合,柳玫,叠扁,1,5,4,2020-10-07,4,0,夯林,20.3,12,10.5,9,7,15.07,1,
面合,柳玫,叠扁,1,5,5,2020-10-12,1,0,夯林,20.6,15,11.9,9.5,8,14.99,0,
面合,柳玫,叠扁,1,5,5,2020-10-12,2,0,夯林,24.5,15,12.4,10.6,10.8,17.92,1,
面合,柳玫,叠扁,1,5,5,2020-10-12,3,0,夯林,22.6,12,12.5,10.8,7.5,15.99,0,
面合,柳玫,叠扁,1,5,5,2020-10-12,4,0,夯林,21.5,12,11.6,10,7.8,15.05,0,
面合,柳玫,叠扁,1,5,6,2020-10-20,1,0,夯林,23,18,12.2,10.4,8.8,15.42,1,
面合,柳玫,叠扁,1,5,6,2020-10-20,2,0,夯林,27,18,13.3,11.2,11.8,18.29,1,
